1.148866213	1.1
1.790634921	1.2
2.444195011	1.3
3.114353741	1.4
3.729614512	2.1
4.327755102	2.2
4.964671202	2.3
5.587845805	2.4
6.228888889	3.1
6.898911565	3.2
7.546802721	3.3
8.170589569	3.4
8.791269841	4.1
9.453265306	4.2
10.094671202	4.3
10.737777778	4.4
11.377233560	5.1
12.041972789	5.2
12.619818594	5.3
13.275782313	5.4
13.915827664	6.1
14.531383220	6.2
15.231179138	6.3
15.817052154	6.4
